Id;País;ano;Quantidade (Kg)
24;Reino Unido;2020;0
25;Taiwan;2020;0
26;Turquia;2020;0
27;Uruguai;2020;0
28;Venezuela;2020;0
29;Outros;2020;0
1;Africa do Sul;2020;0
2;Alemanha;2020;0
3;Argentina;2020;0
4;Austria;2020;0
5;Canadá;2020;0
6;Coreia do Sul, República;2020;0
7;Coreia do Norte, República;2020;0
8;Chile;2020;0
9;China;2020;0
10;Dinamarca;2020;0
11;Espanha;2020;0
12;Estados Unidos;2020;25418
13;França;2020;0
14;Guiana;2020;0
15;Israel;2020;0
16;itália;2020;0
17;Japão;2020;0
18;Líbano;2020;0
19;México;2020;0
20;Países Baixos;2020;0
21;Panamá;2020;0
22;Peru;2020;0
23;Portugal;2020;0
24;Reino Unido;2020;0
25;Taiwan;2020;0
26;Turquia;2020;0
27;Uruguai;2020;0
28;Venezuela;2020;0
29;Outros;2020;0
1;Africa do Sul;2021;0
2;Alemanha;2021;0
3;Argentina;2021;0
4;Austria;2021;0
5;Canadá;2021;0
6;Coreia do Sul, República;2021;0
7;Coreia do Norte, República;2021;0
8;Chile;2021;0
9;China;2021;0
10;Dinamarca;2021;0
11;Espanha;2021;0
12;Estados Unidos;2021;3870
13;França;2021;0
14;Guiana;2021;0
15;Israel;2021;720
16;itália;2021;0
17;Japão;2021;0
18;Líbano;2021;0
19;México;2021;0
20;Países Baixos;2021;0
21;Panamá;2021;0
22;Peru;2021;0
23;Portugal;2021;0
24;Reino Unido;2021;0
25;Taiwan;2021;0
26;Turquia;2021;0
27;Uruguai;2021;0
28;Venezuela;2021;0
29;Outros;2021;0
1;Africa do Sul;2021;0
2;Alemanha;2021;0
3;Argentina;2021;0
4;Austria;2021;0
5;Canadá;2021;0
6;Coreia do Sul, República;2021;0
7;Coreia do Norte, República;2021;0
8;Chile;2021;0
9;China;2021;0
10;Dinamarca;2021;0
11;Espanha;2021;0
12;Estados Unidos;2021;3551
13;França;2021;0
14;Guiana;2021;0
15;Israel;2021;969
16;itália;2021;0
17;Japão;2021;0
18;Líbano;2021;0
19;México;2021;0
20;Países Baixos;2021;0
21;Panamá;2021;0
22;Peru;2021;0
23;Portugal;2021;0
24;Reino Unido;2021;0
25;Taiwan;2021;0
26;Turquia;2021;0
27;Uruguai;2021;0
28;Venezuela;2021;0
29;Outros;2021;0
1;Africa do Sul;2022;0
2;Alemanha;2022;0
3;Argentina;2022;0
4;Austria;2022;0
5;Canadá;2022;0
6;Coreia do Sul, República;2022;0
7;Coreia do Norte, República;2022;0
8;Chile;2022;0
9;China;2022;0
10;Dinamarca;2022;0
11;Espanha;2022;0
12;Estados Unidos;2022;29414
13;França;2022;0
14;Guiana;2022;0
15;Israel;2022;0
16;itália;2022;0
17;Japão;2022;0
18;Líbano;2022;0
19;México;2022;0
20;Países Baixos;2022;0
21;Panamá;2022;0
22;Peru;2022;0
23;Portugal;2022;0
24;Reino Unido;2022;0
25;Taiwan;2022;0
26;Turquia;2022;0
27;Uruguai;2022;0
28;Venezuela;2022;0
29;Outros;2022;0
1;Africa do Sul;2022;0
2;Alemanha;2022;0
3;Argentina;2022;0
4;Austria;2022;0
5;Canadá;2022;0
6;Coreia do Sul, República;2022;0
7;Coreia do Norte, República;2022;0
8;Chile;2022;0
9;China;2022;0
10;Dinamarca;2022;0
11;Espanha;2022;0
12;Estados Unidos;2022;16781
13;França;2022;0
14;Guiana;2022;0
15;Israel;2022;0
16;itália;2022;0
17;Japão;2022;0
18;Líbano;2022;0
19;México;2022;0
20;Países Baixos;2022;0
21;Panamá;2022;0
22;Peru;2022;0
23;Portugal;2022;0
24;Reino Unido;2022;0
25;Taiwan;2022;0
26;Turquia;2022;0
27;Uruguai;2022;0
28;Venezuela;2022;0
29;Outros;2022;0
1;Africa do Sul;2023;0
2;Alemanha;2023;0
3;Argentina;2023;0
4;Austria;2023;0
5;Canadá;2023;0
6;Coreia do Sul, República;2023;0
7;Coreia do Norte, República;2023;0
8;Chile;2023;0
9;China;2023;0
10;Dinamarca;2023;0
11;Espanha;2023;0
12;Estados Unidos;2023;28627
13;França;2023;0
14;Guiana;2023;0
15;Israel;2023;0
16;itália;2023;1836
17;Japão;2023;0
18;Líbano;2023;0
19;México;2023;0
20;Países Baixos;2023;0
21;Panamá;2023;0
22;Peru;2023;0
23;Portugal;2023;0
24;Reino Unido;2023;0
25;Taiwan;2023;0
26;Turquia;2023;0
27;Uruguai;2023;0
28;Venezuela;2023;0
29;Outros;2023;0
1;Africa do Sul;2023;0
2;Alemanha;2023;0
3;Argentina;2023;0
4;Austria;2023;0
5;Canadá;2023;0
6;Coreia do Sul, República;2023;0
7;Coreia do Norte, República;2023;0
8;Chile;2023;0
9;China;2023;0
10;Dinamarca;2023;0
11;Espanha;2023;0
12;Estados Unidos;2023;15200
13;França;2023;0
14;Guiana;2023;0
15;Israel;2023;0
16;itália;2023;1966
17;Japão;2023;0
18;Líbano;2023;0
19;México;2023;0
20;Países Baixos;2023;0
21;Panamá;2023;0
22;Peru;2023;0
23;Portugal;2023;0
24;Reino Unido;2023;0
25;Taiwan;2023;0
26;Turquia;2023;0
27;Uruguai;2023;0
28;Venezuela;2023;0
29;Outros;2023;0
1;Africa do Sul;2024;0
2;Alemanha;2024;0
3;Argentina;2024;0
4;Austria;2024;0
5;Canadá;2024;0
6;Coreia do Sul, República;2024;0
7;Coreia do Norte, República;2024;0
8;Chile;2024;71370
9;China;2024;0
10;Dinamarca;2024;0
11;Espanha;2024;1323
12;Estados Unidos;2024;26973
13;França;2024;0
14;Guiana;2024;0
15;Israel;2024;0
16;itália;2024;1680
17;Japão;2024;0
18;Líbano;2024;0
19;México;2024;0
20;Países Baixos;2024;0
21;Panamá;2024;0
22;Peru;2024;0
23;Portugal;2024;0
24;Reino Unido;2024;0
25;Taiwan;2024;0
26;Turquia;2024;0
27;Uruguai;2024;0
28;Venezuela;2024;0
29;Outros;2024;0
1;Africa do Sul;2024;0
2;Alemanha;2024;0
3;Argentina;2024;0
4;Austria;2024;0
5;Canadá;2024;0
6;Coreia do Sul, República;2024;0
7;Coreia do Norte, República;2024;0
8;Chile;2024;144718
9;China;2024;0
10;Dinamarca;2024;0
11;Espanha;2024;2839
12;Estados Unidos;2024;16049
13;França;2024;0
14;Guiana;2024;0
15;Israel;2024;0
16;itália;2024;1760
17;Japão;2024;0
18;Líbano;2024;0
19;México;2024;0
20;Países Baixos;2024;0
21;Panamá;2024;0
22;Peru;2024;0
23;Portugal;2024;0
24;Reino Unido;2024;0
25;Taiwan;2024;0
26;Turquia;2024;0
27;Uruguai;2024;0
28;Venezuela;2024;0
29;Outros;2024;0
